date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:48:20	6300/6300	---M-Z	200	added ('OK')	application/x-javascript	etag:%22189c-683b33f5-2897562a2e628586;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/wow.min.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/wow.min0899.js	(from https://daxx.lohatheme.com/)
20:48:20	17431/17431	---M-Z	200	added ('OK')	application/x-javascript	etag:%224417-683b33f5-f4be6f27c71765c;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/js/script.js?ver=6.8.1	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/js/script0899.js	(from https://daxx.lohatheme.com/)
20:48:20	5407/5407	---M-Z	200	added ('OK')	application/x-javascript	etag:%22151f-683b33f6-80ff065c87838379;gz%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.28.4	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min89ce.js	(from https://daxx.lohatheme.com/)
20:48:21	48393/48393	---M-Z	200	added ('OK')	application/x-javascript	etag:%22bd09-683b33f6-56143f5e742faa04;gz%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.28.4	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/js/frontend-modules.min89ce.js	(from https://daxx.lohatheme.com/)
20:48:21	21464/21464	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253d8-683b33f4-70ff7bd77d258085;gz%22	https://daxx.lohatheme.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://daxx.lohatheme.com/)
20:48:22	44243/44243	---M-Z	200	added ('OK')	application/x-javascript	etag:%22acd3-683b33f6-a7e2c79dbfc9a20f;gz%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.28.4	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/js/frontend.min89ce.js	(from https://daxx.lohatheme.com/)
20:48:24	134622/134622	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220dde-683b33f5-820df3d7b7214401;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400d41d.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:24	134622/134622	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220dde-683b33f5-820df3d7b7214401;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:24	77376/77376	---M--	200	added ('OK')	font/woff2	etag:%2212e40-683b33f5-364e8efdf50796ed;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.woff2	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:25	134316/134316	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2220cac-683b33f5-215b70bb126015ba;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.ttf	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:26	90672/90672	---M--	200	added ('OK')	application/font-woff	etag:%2216230-683b33f5-33ce8f151c778110;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.woff	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:26	566254/566254	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228a3ee-683b33f5-54d405302ed71ade;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.eot	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:27	730259/730259	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b2493-683b33f5-8f142a015958fc8b;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-brands-400.svg	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:27	186964/186964	---M--	200	added ('OK')	font/woff2	etag:%222da54-683b33f5-b83b3575681d2572;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.woff2	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:27	264932/264932	---M--	200	added ('OK')	application/font-woff	etag:%2240ae4-683b33f5-e9d393a513a6d2ec;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.woff	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.woff	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:28	565956/565956	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228a2c4-683b33f5-53b613a004de2ee5;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.ttf	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.ttf	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:29	493182/493182	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%227867e-683b33f5-52d69fc2e51a8f7f;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.eot?	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300d41d.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:29	566254/566254	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228a3ee-683b33f5-54d405302ed71ade;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.eot?	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900d41d.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:30	189452/189452	---M--	200	added ('OK')	font/woff2	etag:%222e40c-683b33f5-204d04b52bf956f9;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.woff2	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:31	2653263/2653263	---MCZ	200	added ('OK')	image/svg+xml	etag:%22287c4f-683b33f5-ad39e3114439846c;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.svg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-duotone-900.svg	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:31	492900/492900	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2278564-683b33f5-edaac107b9d8f510;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.ttf	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:33	251516/251516	---M--	200	added ('OK')	application/font-woff	etag:%223d67c-683b33f5-75d9eee1a5b1fe83;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.woff	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.woff	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:35	453734/453734	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%226ec66-683b33f5-e831766cd877dc9f;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400d41d.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:35	453734/453734	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%226ec66-683b33f5-e831766cd877dc9f;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:35	2438363/2438363	---MCZ	200	added ('OK')	image/svg+xml	etag:%222534db-683b33f5-52467cc647fc2b75;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.svg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.svg	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:36	173220/173220	---M--	200	added ('OK')	font/woff2	etag:%222a4a4-683b33f5-7d8454538b079993;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.woff2	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:37	230072/230072	---M--	200	added ('OK')	application/font-woff	etag:%22382b8-683b33f5-c7607a4464d774fd;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.woff	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:37	453440/453440	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%226eb40-683b33f5-cb863d8a35904e75;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.ttf	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:38	387174/387174	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e866-683b33f5-435a553311431797;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:38	387174/387174	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e866-683b33f5-435a553311431797;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900d41d.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:39	493182/493182	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%227867e-683b33f5-52d69fc2e51a8f7f;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.eot	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-light-300.eot	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:39	188028/188028	---M--	200	added ('OK')	application/font-woff	etag:%222de7c-683b33f5-618c1a13e3e3b4dd;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.woff	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:40	2176577/2176577	---MCZ	200	added ('OK')	image/svg+xml	etag:%22213641-683b33f5-12dcd13fb841ab62;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-regular-400.svg	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:40	140704/140704	---M--	200	added ('OK')	font/woff2	etag:%22225a0-683b33f5-12b190224424f91b;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.woff2	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:41	165989/165989	---M--	200	added ('OK')	image/png	etag:%2228865-683b33f5-bd3c5599947b5db0;;;%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/images/background/benefits-bg.png	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/images/background/benefits-bg.png	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/css/style.css?ver=6.8.1)
20:48:42	99440/99440	---M--	200	added ('OK')	font/woff2	etag:%2218470-683b33f6-c096e641dd5021d0;;;%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.36.0	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsfcca.woff2	(from https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.36.0)
20:48:42	224340/224340	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2236c54-683b33f6-7614ffc044516881;gz%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.36.0	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsfcca.eot	(from https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.36.0)
20:48:43	224180/224180	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2236bb4-683b33f6-fbd5552b7a2028cf;gz%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.36.0	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsfcca.ttf	(from https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.36.0)
20:48:43	122324/122324	---M--	200	added ('OK')	application/font-woff	etag:%221ddd4-683b33f6-286bada334f0a1ff;;;%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.36.0	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsfcca.woff	(from https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.36.0)
20:48:43	386892/386892	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%225e74c-683b33f5-9d6c00c3af9b15c2;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.ttf	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:43	340251/340251	---M-Z	200	added ('OK')	image/svg+xml	etag:%225311b-683b33f6-ad0dedc77fa67a63;gz%22	https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.36.0	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsfcca.svg	(from https://daxx.lohatheme.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.36.0)
20:48:43	39456/39456	---M--	200	added ('OK')	font/woff2	etag:%229a20-683b33f5-8f8b183f65476f45;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:44	24576/24576	---M--	200	added ('OK')	font/woff2	etag:%226000-683b33f5-45f5ee4a708b008e;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:44	4468/4468	---M--	200	added ('OK')	font/woff2	etag:%221174-683b33f5-f0a71e635df729b1;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:44	1780044/1780044	---MCZ	200	added ('OK')	image/svg+xml	etag:%221b294c-683b33f5-c9730400deb49fe4;gz%22	https://daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/themes/daxx/assets/fonts/fa-solid-900.svg	(from https://daxx.lohatheme.com/wp-content/themes/daxx/assets/vendor/fontawesome-5.14.0.min.css?ver=6.8.1)
20:48:45	18800/18800	---M--	200	added ('OK')	font/woff2	etag:%224970-683b33f5-78536c28853d42d7;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:45	44336/44336	---M--	200	added ('OK')	font/woff2	etag:%22ad30-683b33f5-32f4cf10fcbf613c;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:45	22288/22288	---M--	200	added ('OK')	font/woff2	etag:%225710-683b33f5-a531f40410f03e6a;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:45	13888/13888	---M--	200	added ('OK')	font/woff2	etag:%223640-683b33f5-51c44cb52c522487;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:46	28536/28536	---M--	200	added ('OK')	font/woff2	etag:%226f78-683b33f5-59becf5bf4747b8b;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:46	44192/44192	---M--	200	added ('OK')	font/woff2	etag:%22aca0-683b33f5-417edd98a9f51ca8;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:46	35568/35568	---M--	200	added ('OK')	font/woff2	etag:%228af0-683b33f5-9073b9e1a157d8a7;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:47	22796/22796	---M--	200	added ('OK')	font/woff2	etag:%22590c-683b33f5-f0e774a9292fa871;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:47	4340/4340	---M--	200	added ('OK')	font/woff2	etag:%2210f4-683b33f5-67ad30d8e4cafc56;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:47	17628/17628	---M--	200	added ('OK')	font/woff2	etag:%2244dc-683b33f5-dcb7faf6f34d2fb4;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
20:48:48	40572/40572	---M--	200	added ('OK')	font/woff2	etag:%229e7c-683b33f5-3a90a4d53a5e8b12;;;%22	https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	C:/My%20Web%20Sites/Miya/daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	(from https://daxx.lohatheme.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1746046443)
